timestamp,event_source,client_id,topic,qos,retain,payload_size,payload_is_json,payload_has_temp_hum_keys,msg_rate_in_window,attack_label,description
1745412717.491336,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,3,DOS_PUB,Message received on iot/simulation/data/sensor_001/data
1745412717.4923332,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,4,DOS_PUB,Message received on iot/simulation/data/sensor_001/data
1745412717.4923332,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,5,DOS_PUB,Message received on iot/simulation/data/sensor_001/data
1745412717.493334,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,92,True,True,6,DOS_PUB,Message received on iot/simulation/data/sensor_001/data
1745412717.5213852,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,92,True,True,1,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412717.5213852,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,2,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412717.5223892,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,3,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412717.5223892,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,4,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412717.523387,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,5,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412717.523387,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,6,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412718.1010127,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,93,True,True,1,DOS_PUB,Message received on iot/simulation/data/sensor_002/data
1745412718.1010127,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,92,True,True,7,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412718.102015,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,7,DOS_PUB,Message received on iot/simulation/data/sensor_001/data
1745412722.3945298,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,92,True,True,8,DOS_PUB,Message received on iot/simulation/data/sensor_001/data
1745412722.3955321,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,93,True,True,2,DOS_PUB,Message received on iot/simulation/data/sensor_002/data
1745412723.0050585,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,2,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412727.4690447,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,1,DOS_PUB,Message received on iot/simulation/data/sensor_001/data
1745412727.4700477,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,2,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412727.4700477,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,93,True,True,1,DOS_PUB,Message received on iot/simulation/data/sensor_002/data
1745412732.9161482,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,93,True,True,1,DOS_PUB,Message received on iot/simulation/data/sensor_002/data
1745412732.9161482,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,1,DOS_PUB,Message received on iot/simulation/data/sensor_001/data
1745412733.7774355,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,1,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412737.2944727,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,2,DOS_PUB,Message received on iot/simulation/data/sensor_001/data
1745412737.597476,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,93,True,True,2,DOS_PUB,Message received on iot/simulation/data/sensor_002/data
1745412738.2151368,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,2,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412742.4483669,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,1,DOS_PUB,Message received on iot/simulation/data/sensor_001/data
1745412742.463359,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,92,True,True,2,DOS_PUB,Message received on iot/simulation/data/sensor_002/data
1745412742.463359,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,2,DOS_PUB,Message received on iot/simulation/data/sensor_003/data
1745412748.6198895,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,1,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412748.6198895,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,2,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412748.6208873,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,3,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412748.6208873,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,4,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412748.621891,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,5,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412748.621891,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,6,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412748.621891,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,7,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412748.621891,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,8,NORMAL,Message received on iot/simulation/data/sensor_001/data
1745412748.622891,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,91,True,True,1,NORMAL,Message received on iot/simulation/data/sensor_002/data
1745412749.510888,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,9,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.5228877,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,10,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.5228877,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,11,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.5228877,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,12,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.5238876,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,13,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.5238876,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,14,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.5238876,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,15,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.52489,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,16,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.52489,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,17,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.52489,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,18,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.52489,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,19,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.525889,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,20,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.525889,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,21,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.525889,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,22,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.525889,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,23,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.525889,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,24,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.5268896,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,25,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6598907,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,26,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6778884,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,27,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6788878,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,28,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6788878,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,29,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6788878,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,30,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.679891,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,31,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.679891,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,32,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.679891,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,33,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6808944,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,34,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6808944,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,35,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6808944,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,36,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6808944,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,37,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6818945,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,38,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6818945,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,39,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6818945,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,40,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6818945,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,41,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6828928,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,42,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6828928,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,43,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6828928,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,44,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6828928,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,45,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6828928,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,46,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6838942,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,47,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6838942,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,48,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6838942,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,49,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6848924,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,50,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6868882,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,51,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6878924,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,52,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6878924,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,53,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.688891,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,54,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6898909,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,55,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6898909,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,56,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412749.6908917,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,1,NORMAL,Message received on iot/simulation/data/sensor_003/data
1745412752.650214,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,92,True,True,57,NORMAL,Message received on iot/simulation/data/sensor_001/data
1745412752.6512177,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,2,NORMAL,Message received on iot/simulation/data/sensor_003/data
1745412752.7312248,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,93,True,True,2,NORMAL,Message received on iot/simulation/data/sensor_002/data
1745412758.0891562,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,92,True,True,1,NORMAL,Message received on iot/simulation/data/sensor_001/data
1745412758.0901587,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,1,NORMAL,Message received on iot/simulation/data/sensor_003/data
1745412758.0901587,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,93,True,True,1,NORMAL,Message received on iot/simulation/data/sensor_002/data
1745412762.7332847,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,2,NORMAL,Message received on iot/simulation/data/sensor_003/data
1745412762.8355942,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,2,NORMAL,Message received on iot/simulation/data/sensor_001/data
1745412762.8365874,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,92,True,True,2,NORMAL,Message received on iot/simulation/data/sensor_002/data
1745412767.4692128,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,2,NORMAL,Message received on iot/simulation/data/sensor_001/data
1745412768.790635,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,93,True,True,1,NORMAL,Message received on iot/simulation/data/sensor_002/data
1745412770.0282843,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,1,NORMAL,Message received on iot/simulation/data/sensor_003/data
1745412772.4531627,observer,sensor_001,iot/simulation/data/sensor_001/data,0,False,93,True,True,2,NORMAL,Message received on iot/simulation/data/sensor_001/data
1745412772.5251577,observer,sensor_003,iot/simulation/data/sensor_003/data,0,False,93,True,True,2,NORMAL,Message received on iot/simulation/data/sensor_003/data
1745412773.3678532,observer,sensor_002,iot/simulation/data/sensor_002/data,0,False,93,True,True,2,NORMAL,Message received on iot/simulation/data/sensor_002/data
1745412776.0896623,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,2,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0916631,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,3,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0926626,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,4,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0926626,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,5,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0926626,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,6,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0926626,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,7,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0926626,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,8,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0936632,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,9,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0936632,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,10,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0936632,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,11,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0936632,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,12,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0936632,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,13,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0936632,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,14,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0946648,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,15,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0946648,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,16,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0946648,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,17,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0946648,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,18,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0946648,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,19,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
1745412776.0946648,observer,sensor_001,iot/simulation/data/sensor_001,0,False,1024,False,False,20,NORMAL,Message received on iot/simulation/data/sensor_001 (Invalid JSON payload)
